form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00779595,SB29030,,,ORG,Friends of Baxter Ennis II,,,,,,Box 15807,,Chesapeake,VA,23328,,,2023-08-30,100000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29031,,,ORG,Friends of Ian Lovejoy for Delegate,,,,,,8665 Sudley Rd #195,,Manassas,VA,20110,,,2023-08-30,15000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29032,,,ORG,Friends of Lee Peters III,,,,,,P.O. Box 5342,,Fredericksburg,VA,22403,,,2023-08-30,50000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29033,,,ORG,Karen Greenhalgh for Delegate,,,,,,P.O. Box 62945,,Virginia Beach,VA,23466,,,2023-08-30,100000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29034,,,ORG,Kim Taylor for Virginia,,,,,,P.O. Box 2122,,Petersburg,VA,23804,,,2023-08-30,25000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29035,,,ORG,America Rising Corp.,,,,,,1500 Wilson Blvd,5th Floor,Arlington,VA,22209,,,2023-08-31,1750.00,,Non-federal Research; In-kinded to Spirit of Virginia,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29036,,,ORG,America Rising Corp.,,,,,,1500 Wilson Blvd,5th Floor,Arlington,VA,22209,,,2023-08-31,1750.00,,Non-federal Research; In-kinded to House Republican Campaign Cmte,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29037,,,ORG,America Rising Corp.,,,,,,1500 Wilson Blvd,5th Floor,Arlington,VA,22209,,,2023-08-31,1750.00,,Non-federal Research; In-kinded to Virginia Senate Republican Caucus,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29039,,,ORG,Riley for Delegate,,,,,,PO Box 71596,,Henrico,VA,23255,,,2023-08-31,15000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29040,,,ORG,Friends of David Owen,,,,,,PO Box 71596,,Henrico,VA,23255,,,2023-09-01,25000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29041,,,ORG,Winning Republican Strategies,,,,,,P.O. Box 155,,Ruckersville,VA,22968,,,2023-09-01,56750.00,,Non-federal TV Advertising; In-kinded to Virginia Senate Republican Caucus,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29042,,,ORG,Ascent Media LLC,,,,,,7600 E. Eastman Avenue,Suite 405,Denver,CO,80231,,,2023-09-11,29000.00,,Non-federal Digital Advertising; In-kinded to Virginia Senate Republican Caucus,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29043,,,ORG,Ascent Media LLC,,,,,,7600 E. Eastman Avenue,Suite 405,Denver,CO,80231,,,2023-09-11,39000.00,,Non-federal Digital Advertising; In-kinded to Virginia Senate Republican Caucus,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29044,,,ORG,Diggs for Senate,,,,,,113 Goose Creek Rd.,,Seaford,VA,23696,,,2023-09-11,345000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29045,,,ORG,Friends of Emily Brewer,,,,,,18402 Orbit Rd,,Windsor,VA,23487,,,2023-09-11,219000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29046,,,ORG,Friends of Tara Durant,,,,,,PO Box 26141,,Alexandria,VA,22313,,,2023-09-11,35000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29047,,,ORG,Woolf for Senate,,,,,,7585 Rio Grande Way,,Gainesville,VA,02015,,,2023-09-11,100000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29048,,,ORG,WPA Intelligence,,,,,,1900 E 5th Street,,Edmond,OK,73013,,,2023-09-12,12600.00,,Non-federal Modeling; In-kinded to Virginia Senate Republican Caucus,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29049,,,ORG,WPA Intelligence,,,,,,1900 E 5th Street,,Edmond,OK,73013,,,2023-09-12,12600.00,,Non-federal Modeling; In-kinded to House Republican Campaign Cmte,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29050,,,ORG,WPA Intelligence,,,,,,1900 E 5th Street,,Edmond,OK,73013,,,2023-09-12,12600.00,,Non-federal Modeling; In-kinded to Spirit of Virginia,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29051,,,ORG,WPA Intelligence,,,,,,1900 E 5th Street,,Edmond,OK,73013,,,2023-09-12,12600.00,,Non-federal Modeling,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29054,,,ORG,Republican State Leadership Committee,,,,,,"1201 F Street, NW",Suite 675,Washington,DC,20004,,,2023-09-14,64.90,,Non-federal Op-ed writing; In-kinded to House Republican Campaign Cmte,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29055,,,ORG,Dillender for Delegate,,,,,,P.O. Box 6096,,Suffolk,VA,23433,,,2023-09-21,25000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29056,,,ORG,Friends of Amanda Batten,,,,,,P.O. Box 194,,Norge,VA,23127,,,2023-09-21,25000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29057,,,ORG,Friends of Baxter Ennis II,,,,,,Box 15807,,Chesapeake,VA,23328,,,2023-09-21,50000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29058,,,ORG,Friends of David Owen,,,,,,PO Box 71596,,Henrico,VA,23255,,,2023-09-21,100000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29059,,,ORG,Friends of Ian Lovejoy for Delegate,,,,,,8665 Sudley Rd #195,,Manassas,VA,20110,,,2023-09-21,35000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29060,,,ORG,Friends of Lee Peters III,,,,,,P.O. Box 5342,,Fredericksburg,VA,22403,,,2023-09-21,125000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29061,,,ORG,Karen Greenhalgh for Delegate,,,,,,P.O. Box 62945,,Virginia Beach,VA,23466,,,2023-09-21,200000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29062,,,ORG,Kim Taylor for Virginia,,,,,,P.O. Box 2122,,Petersburg,VA,23804,,,2023-09-21,50000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29063,,,ORG,Republican Party of Virginia,,,,,,115 E. Grace Street,,Richmond,VA,23219,,,2023-09-21,85000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29064,,,ORG,Riley for Delegate,,,,,,PO Box 71596,,Henrico,VA,23255,,,2023-09-21,25000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29065,,,ORG,Stirrup for Delegate,,,,,,P.O. Box 280,,Haymarket,VA,20168,,,2023-09-21,100000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29066,,,ORG,Friends of Emily Brewer,,,,,,18402 Orbit Rd,,Windsor,VA,23487,,,2023-09-25,95000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29067,,,ORG,Friends of Tara Durant,,,,,,PO Box 26141,,Alexandria,VA,22313,,,2023-09-25,95000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29068,,,ORG,America Rising Corp.,,,,,,1500 Wilson Blvd,5th Floor,Arlington,VA,22209,,,2023-09-29,1750.00,,Non-federal Research; In-kinded to House Republican Campaign Cmte,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29069,,,ORG,America Rising Corp.,,,,,,1500 Wilson Blvd,5th Floor,Arlington,VA,22209,,,2023-09-29,1750.00,,Non-federal Research; In-kinded to Virginia Senate Republican Caucus,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29070,,,ORG,America Rising Corp.,,,,,,1500 Wilson Blvd,5th Floor,Arlington,VA,22209,,,2023-09-29,1750.00,,Non-federal Research; In-kinded to Spirit of Virginia,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29071,,,ORG,Diggs for Senate,,,,,,113 Goose Creek Rd.,,Seaford,VA,23696,,,2023-10-02,190000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29072,,,ORG,Friends of Emily Brewer,,,,,,18402 Orbit Rd,,Windsor,VA,23487,,,2023-10-02,105000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29073,,,ORG,Friends of Tara Durant,,,,,,PO Box 26141,,Alexandria,VA,22313,,,2023-10-02,200000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29074,,,ORG,Segura for Virginia,,,,,,228 S. Washington Street,Suite 115,Alexandria,VA,22314,,,2023-10-02,25000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29075,,,ORG,Woolf for Senate,,,,,,7585 Rio Grande Way,,Gainesville,VA,02015,,,2023-10-02,105000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29076,,,ORG,Republican Party of Virginia,,,,,,115 E. Grace Street,,Richmond,VA,23219,,,2023-10-03,100000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29077,,,ORG,Friends of David Owen,,,,,,PO Box 71596,,Henrico,VA,23255,,,2023-10-06,75000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29078,,,ORG,Friends of Lee Peters III,,,,,,P.O. Box 5342,,Fredericksburg,VA,22403,,,2023-10-06,125000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29079,,,ORG,Karen Greenhalgh for Delegate,,,,,,P.O. Box 62945,,Virginia Beach,VA,23466,,,2023-10-06,75000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29080,,,ORG,Kim Taylor for Virginia,,,,,,P.O. Box 2122,,Petersburg,VA,23804,,,2023-10-06,50000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29081,,,ORG,Riley for Delegate,,,,,,PO Box 71596,,Henrico,VA,23255,,,2023-10-06,10000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29082,,,ORG,"Majority Strategies, LLC",,,,,,PO BOX 679219,,Dallas,TX,75267,,,2023-10-10,30000.00,,Non-federal Digital Advertising,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29085,,,ORG,Patriot Wave LLC,,,,,,5801 Linaria Lane,,Austin,TX,78759,,,2023-10-10,3660.00,,Non-federal Telephone Calls,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29086,,,ORG,Spirit of Virginia,,,,,,P.O. Box 3950,,Merrifield,VA,22116,,,2023-10-17,670000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29087,,,ORG,Friends of Baxter Ennis II,,,,,,Box 15807,,Chesapeake,VA,23328,,,2023-10-20,50000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29088,,,ORG,Friends of Lee Peters III,,,,,,P.O. Box 5342,,Fredericksburg,VA,22403,,,2023-10-20,100000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29089,,,ORG,Karen Greenhalgh for Delegate,,,,,,P.O. Box 62945,,Virginia Beach,VA,23466,,,2023-10-20,25000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29090,,,ORG,Kim Taylor for Virginia,,,,,,P.O. Box 2122,,Petersburg,VA,23804,,,2023-10-20,25000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29091,,,ORG,Stirrup for Delegate,,,,,,P.O. Box 280,,Haymarket,VA,20168,,,2023-10-20,50000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29092,,,ORG,McDougle for Virginia,,,,,,P.O. Box 187,,Mechanicsville,VA,23111,,,2023-10-23,25000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29093,,,ORG,"RumbleUp, LLC",,,,,,2021 L St NW,Ste 101-2220,Washington,DC,20037,,,2023-10-27,13659.83,,Non-federal Text messages,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29094,,,ORG,"RumbleUp, LLC",,,,,,2021 L St NW,Ste 101-2220,Washington,DC,20037,,,2023-10-27,4670.08,,Non-federal Text messages; In-kinded to Virginia Senate Republican Caucus,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29095,,,ORG,"RumbleUp, LLC",,,,,,2021 L St NW,Ste 101-2220,Washington,DC,20037,,,2023-10-27,4670.09,,Non-federal Text messages; In-kinded to House Republican Campaign Cmte,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29096,,,ORG,America Rising Corp.,,,,,,1500 Wilson Blvd,5th Floor,Arlington,VA,22209,,,2023-10-31,1750.00,,Non-federal Research; In-kinded to House Republican Campaign Cmte,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29097,,,ORG,America Rising Corp.,,,,,,1500 Wilson Blvd,5th Floor,Arlington,VA,22209,,,2023-10-31,1750.00,,Non-federal Research; In-kinded to Virginia Senate Republican Caucus,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29098,,,ORG,America Rising Corp.,,,,,,1500 Wilson Blvd,5th Floor,Arlington,VA,22209,,,2023-10-31,1750.00,,Non-federal Research; In-kinded to Spirit of Virginia on 11/3/23,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29099,,,ORG,Go Big Media,,,,,,P.O. Box 25026,,Washington,DC,20027,,,2023-11-02,50000.00,,Non-federal Digital Advertising Placement,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29100,,,ORG,Spirit of Virginia,,,,,,P.O. Box 3950,,Merrifield,VA,22116,,,2023-11-03,100000.00,,Non-federal Contribution,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29101,,,ORG,America Rising Corp.,,,,,,1500 Wilson Blvd,5th Floor,Arlington,VA,22209,,,2023-11-30,875.00,,Non-federal Research; In-kinded to House Republican Campaign Cmte,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29102,,,ORG,America Rising Corp.,,,,,,1500 Wilson Blvd,5th Floor,Arlington,VA,22209,,,2023-11-30,875.00,,Non-federal Research; In-kinded to Virginia Senate Republican Caucus,,,,,,,,,,,,,  ,,,,,,,
SB29,C00779595,SB29103,,,ORG,America Rising Corp.,,,,,,1500 Wilson Blvd,5th Floor,Arlington,VA,22209,,,2023-11-30,875.00,,Non-federal Research; In-kinded to Spirit of Virginia,,,,,,,,,,,,,  ,,,,,,,
