form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00077321,51105481,,,PAC,Fighting for Missouri PAC,,,,,,PO Box 221115,,St Louis,MO,63122,,,2024-12-02,5000.00,0.00,,011,C00692640,,,,,,,,,,,,,,,,,,
SB23,C00077321,51105482,,,PAC,Growing Our Own Dynamic Economy Now,,,,,,PO Box 2125,,Terrell,TX,75160,,,2024-12-02,5000.00,0.00,,011,C00685115,,,,,,,,,,,,,,,,,,
SB23,C00077321,51105501,,,PAC,Lasting Investments Strengthening America PAC,,,,,,PO Box 327,,Romeo,MI,48065,,,2024-12-02,5000.00,0.00,,011,C00764886,,,,,,,,,,,,,,,,,,
SB23,C00077321,51105515,,,PAC,Fighting for Texas PAC,,,,,,143 Duddington Pl SE,,Washington,DC,20003,,,2024-12-02,5000.00,0.00,,011,C00660613,,,,,,,,,,,,,,,,,,
SB23,C00077321,51105955,,,PAC,Grange PAC,,,,,,"600 Pennsylvania Ave., SE",,Washington,DC,20003,,,2024-12-03,2500.00,0.00,,011,C00700203,,,,,,,,,,,,,,,,,,
SB23,C00077321,51105956,,,PAC,Your Ohio Republican Team YORT PAC,,,,,,5827 Colfax Ave,,Alexandria,VA,22311,,,2024-12-03,5000.00,0.00,,011,C00706176,,,,,,,,,,,,,,,,,,
SB23,C00077321,51105958,,,PAC,Tomorrow is Meaningful PAC,,,,,,"499 S Capitol St., SW",Suite 420,Washington,DC,20003,,,2024-12-03,5000.00,0.00,,011,C00495887,,,,,,,,,,,,,,,,,,
SB23,C00077321,51105979,,,PAC,Lead Encourage Elect PAC,,,,,,"499 S. Capitol St., SW",Suite 407,Washington,DC,20003,,,2024-12-03,5000.00,0.00,,011,C00494302,,,,,,,,,,,,,,,,,,
SB23,C00077321,51105981,,,PAC,REJOYCE PAC,,,,,,5827 Colfax Ave,,Alexandria,VA,22311,,,2024-12-03,5000.00,0.00,,011,C00691501,,,,,,,,,,,,,,,,,,
SB23,C00077321,51105987,,,PAC,BFB PAC,,,,,,"1701 16th St., NW #121",,Washington,DC,20009,,,2024-12-03,2500.00,0.00,,011,C00584805,,,,,,,,,,,,,,,,,,
SB23,C00077321,51106032,,,PAC,Giddy Up PAC,,,,,,"322 Massachusetts Ave., NE",Suite B,Washington,DC,20002,,,2024-12-03,2500.00,0.00,,011,C00687582,,,,,,,,,,,,,,,,,,
SB23,C00077321,51106312,,,PAC,Dakota PAC,,,,,,PO Box 3206,,Bismarck,ND,58502,,,2024-12-03,2500.00,0.00,,011,C00493072,,,,,,,,,,,,,,,,,,
SB23,C00077321,51106317,,,PAC,Delivering American Values in DC,,,,,,"410 First St., SE",2nd Floor,Washington,DC,20003,,,2024-12-03,5000.00,0.00,,011,C00635219,,,,,,,,,,,,,,,,,,
SB23,C00077321,51108817,,,PAC,Blue Power PAC,,,,,,"10 E Street, SE",,Washington,DC,20003,,,2024-12-04,5000.00,0.00,,011,C00575894,,,,,,,,,,,,,,,,,,
SB23,C00077321,51114650,,,CCM,Friends Of Dave McCormick,,,,,,PO Box 23537,,Pittsburgh,PA,15222,O2024,2024 General Debt,2024-12-10,5000.00,0.00,,011,C00851980,Friends Of Dave McCormick,S2PA00661,McCormick,Dave,,Mr.,,S,PA,,,,,,,,,
SB23,C00077321,51114652,,,PAC,Mr. SMITH PAC,,,,,,PO BOX 30844,,Bethesda,MD,20824,,,2024-12-10,5000.00,0.00,,011,C00563726,,,,,,,,,,,,,,,,,,
SB23,C00077321,51114719,,,PAC,Abraham Lincoln PAC,,,,,,5827 Colfax Avenue,,Alexandria,VA,22311,,,2024-12-10,5000.00,0.00,,011,C00631051,,,,,,,,,,,,,,,,,,
SB23,C00077321,51114721,,,PAC,Patriots in Action PAC,,,,,,5827 Colfax Ave,,Alexandria,VA,22311,,,2024-12-10,5000.00,0.00,,011,C00531590,,,,,,,,,,,,,,,,,,
SB23,C00077321,51114723,,,PAC,RVFPAC,,,,,,5827 Colfax Ave,,Alexandria,VA,22311,,,2024-12-10,5000.00,0.00,,011,C00689208,,,,,,,,,,,,,,,,,,
SB23,C00077321,51114724,,,PAC,Help Elect Republicans Now PAC (HERN PAC),,,,,,5827 Colfax Ave,,Alexandria,VA,22311,,,2024-12-10,5000.00,0.00,,011,C00692715,,,,,,,,,,,,,,,,,,
SB23,C00077321,51117532,,,CCM,Tony Cardenas For Congress,,,,,,3700 Wilshire Blvd Suite 1050-B,,Los Angeles,CA,90010,P2024,,2024-12-12,-2500.00,0.00,Void - Tony Cardenas For Congress never cashed check,011,C00498873,Tony Cardenas For Congress,H2CA28113,Cardenas,Tony,,Rep.,,H,CA,29,,,,,,,,Void - Tony Cardenas For Congress never cashed check
SB23,C00077321,51117533,,,CCM,Cole For Congress,,,,,,P.O. Box 722256,,Norman,OK,73070,P2024,,2024-12-12,-1000.00,0.00,Void - Cole For Congress never cashed,011,C00379735,Cole For Congress,,Cole,Thomas,,Rep.,,H,OK,04,,,,,,,,Void - Cole For Congress never cashed
SB23,C00077321,51117534,,,CCM,Bice For Congress,,,,,,PO Box 21315,,Oklahoma City,OK,73156,P2024,,2024-12-12,-1000.00,0.00,Void - Bice For Congress never cashed,011,C00703843,Bice For Congress,H0OK05205,Bice,Stephanie,,Rep.,,H,OK,05,,,,,,,,Void - Bice For Congress never cashed
SB23,C00077321,51117535,,,CCM,Jamie Raskin For Congress,,,,,,P.O. Box 5418,,Takoma Park,MD,20913,P2024,,2024-12-12,-5000.00,0.00,Void - Jamie Raskin For Congress never cashed,011,C00575126,Jamie Raskin For Congress,H6MD08457,Raskin,Jamie,,,,H,MD,08,,,,,,,,Void - Jamie Raskin For Congress never cashed
SB23,C00077321,51117536,,,PAC,New Democratic Coalition Action Fund,,,,,,"607 14th Street, NW",Suite 800,Washington,DC,20005,,,2024-12-12,-5000.00,0.00,Void - New Democratic Coalition Action Fund never cashed,011,C00409730,,,,,,,,,,,,,,,,,,Void - New Democratic Coalition Action Fund never cashed
