SB21B,C00867937,SB21B.1028792.44,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-06,866.06,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.45,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-06,900.95,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.46,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-06,1199.72,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.47,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-06,859.09,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.48,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-06,900.95,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.49,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-06,831.18,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.50,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-06,228.73,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.51,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-06,15.95,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.52,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-06,14.40,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.53,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-06,22.95,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.54,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-06,22.35,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.55,SB21B.1028792,SB21B,ORG,FAIRFIELD INN,,,,,,8800 BARTRAM AVE,,PHILADELPHIA,PA,19153,,,2024-10-04,896.84,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.56,SB21B.1028792,SB21B,ORG,FAIRFIELD INN,,,,,,8800 BARTRAM AVE,,PHILADELPHIA,PA,19153,,,2024-10-04,896.84,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.57,SB21B.1028792,SB21B,ORG,FAIRFIELD INN,,,,,,8800 BARTRAM AVE,,PHILADELPHIA,PA,19153,,,2024-10-04,896.84,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.58,SB21B.1028792,SB21B,ORG,FAIRFIELD INN,,,,,,8800 BARTRAM AVE,,PHILADELPHIA,PA,19153,,,2024-10-04,896.84,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.59,SB21B.1028792,SB21B,ORG,FAIRFIELD INN,,,,,,8800 BARTRAM AVE,,PHILADELPHIA,PA,19153,,,2024-10-04,896.84,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.60,SB21B.1028792,SB21B,ORG,FAIRFIELD INN,,,,,,8800 BARTRAM AVE,,PHILADELPHIA,PA,19153,,,2024-10-06,8277.27,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.61,SB21B.1028792,SB21B,ORG,HOLIDAY INN,,,,,,3 RAVINIA SR,STE 100,ATLANTA,GA,30346,,,2024-10-05,5972.65,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.62,SB21B.1028792,SB21B,ORG,MARCOS  PROMOS,,,,,,2640 COMMERCE DR,,HARRISBURG,PA,17110,,,2024-10-04,267.20,,EVENT STAGING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.63,SB21B.1028792,SB21B,ORG,MARRIOTT INTERNATIONAL,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,,,2024-10-05,4463.48,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.64,SB21B.1028792,SB21B,ORG,THE H HOTEL,,,,,,111 W MAIN ST,,MIDLAND,MI,48640,,,2024-10-03,1687.20,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.65,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-04,841.85,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.66,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-04,841.85,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.67,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-04,841.85,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.68,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-04,841.85,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.69,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-04,841.85,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.70,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-04,251.02,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.71,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-04,251.02,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.72,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-04,251.02,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.73,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-04,279.70,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.74,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-04,251.02,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.75,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-04,530.72,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.76,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-05,168.37,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.77,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-05,168.37,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.78,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-06,336.74,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.79,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-06,336.74,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.80,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-06,168.37,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.81,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-06,336.74,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.82,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-06,336.74,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.83,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-06,336.74,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.84,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-06,336.74,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.85,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-06,336.74,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.86,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-06,1010.22,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.87,SB21B.1028792,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-06,336.74,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.88,SB21B.1028792,SB21B,ORG,TRUMP RETAIL,,,,,,TRUMP TOWER 725 FIFTH AV,,NEW YORK,NY,10022,,,2024-10-06,275.00,,MERCHANDISE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.89,SB21B.1028792,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-10-04,23.20,,POSTAGE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.90,SB21B.1028792,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-10-04,18.54,,POSTAGE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.91,SB21B.1028792,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-10-05,18.54,,POSTAGE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1024970,,,ORG,ANEDOT,,,,,,1340 POYDRAS STREET,SUITE 1770,NEW ORLEANS,LA,70113,,,2024-10-02,5.00,,MERCHANT FEES
SB21B,C00867937,SB21B.1026275,,,ORG,APPLE VALLEY EVENTS,,,,,,2124 12 MILE RD NW,,SPARTA,MI,49345,,,2024-10-03,3000.00,,EVENT EXPENSE: FACILITY RENTAL
SB21B,C00867937,SB21B.1024471,,,ORG,ARIMATHEA HOLDINGS,,,,,,6418 EASTLAND COURT SE,,ROME,GA,30161,,,2024-10-01,6000.00,,EVENT EXPENSE: FACILITY RENTAL
SB21B,C00867937,SB21B.1031562,,,IND,,BARRACK,THOMAS,J,,JR,700 NELL ERICKSON ROAD,,ASPEN,CO,81611,,,2024-10-12,68334.14,,IN-KIND: CATERING SERVICES & EVENT STAGING
SB21B,C00867937,SB21B.1024280,,,ORG,BERLIN RACEWAY,,,,,,2060 BERLIN FAIR DR,,MARNE,MI,49435,,,2024-10-02,2000.00,,EVENT EXPENSE: FACILITY RENTAL
SB21B,C00867937,SB21B.1022142,,,ORG,"BLANCOCO, LLC",,,,,,42 MOUNT VERNON AVENUE,,ALEXANDRIA,VA,22301,,,2024-10-02,88597.19,,FUNDRAISING CONSULTING
SB21B,C00867937,SB21B.1027928,,,ORG,"BRT ICE, L.P.",,,,,,3 W OLIVE ST OFC,,SCRANTON,PA,18508,,,2024-10-09,4000.00,,EVENT EXPENSE: PARKING
SB21B,C00867937,SB21B.1024208,,,IND,,BUZAS,CHRISTINE,,,,2138 BONNER ST,,FERNDALE,MI,48220,,,2024-10-02,500.00,,EVENT STAGING EXPENSE
SB21B,C00867937,SB21B.1022482,,,IND,,BUZAS,CHRISTINE,,,,2138 BONNER ST,,FERNDALE,MI,48220,,,2024-10-02,1000.00,,EVENT STAGING EXPENSE
SB21B,C00867937,SB21B.1025039,,,ORG,CAMPAIGN NUCLEUS LLC,,,,,,3593 MEDINA RD #110,,MEDINA,OH,44256,,,2024-10-03,15000.00,,FUNDRAISING SOFTWARE
SB21B,C00867937,SB21B.1027990,,,ORG,"CARRIAGE HOUSE CLUB, LLC",,,,,,264-270 SOUTH COUNTY ROAD,,PALM BEACH,FL,33480,,,2024-10-09,80000.00,,EVENT EXPENSE: FACILITY RENTAL
SB21B,C00867937,SB21B.1027483,,,ORG,"CDM ENTERTAINMENT, INC.",,,,,,105 BURLEIGH DR,,HOLBROOK,NY,11741,,,2024-10-11,10000.00,,EVENT ENTERTAINMENT: MUSIC
SB21B,C00867937,SB21B.1026264,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2024-10-01,25.00,,BANK FEES
SB21B,C00867937,SB21B.1027625,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2024-10-11,23600.00,,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED
SB21B,C00867937,SB21B.1030170,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2024-10-16,20.00,,BANK FEES
SB21B,C00867937,SB21B.1030223,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2024-10-15,857.99,,BANK FEES
SB21B,C00867937,SB21B.1027625.2,SB21B.1027625,SB21B,ORG,CLARK COUNTY PARKS AND RECREATION,,,,,,2601 E SUNSET RD,,LAS VEGAS,NV,89120,,,2024-09-22,15000.00,,EVENT EXPENSE: FACILITY RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027625.3,SB21B.1027625,SB21B,ORG,WILMINGTON INTERNATIONAL AIRPORT,,,,,,"1740 AIRPORT BLVD., STE 12",,WILMINGTON,NC,28405,,,2024-09-19,8600.00,,EVENT EXPENSE: FACILITY RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029651,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVE,,MCLEAN,VA,22101,,,2024-10-15,675.53,,BANK FEES
SB21B,C00867937,SB21B.1029127,,,ORG,COBB ENERGY PERFORMING ARTS CENTRE,,,,,,2800 COBB GALLERIA PKWY,,ATLANTA,GA,30339,,,2024-10-15,110190.00,,EVENT EXPENSE: FACILITY RENTAL
SB21B,C00867937,SB21B.1029814,,,ORG,COINBASE INC,,,,,,1350 AVE OF THE AMERICAS,,NEW YORK,NY,10019,,,2024-10-15,525.00,,MERCHANT FEES
SB21B,C00867937,SB21B.1025054,,,ORG,"CONCEPT MARKETING AND BRANDING, LLC",,,,,,1309 COFFEEN AVENUE,SUITE 1200,SHERIDAN,WY,82801,,,2024-10-03,18086.50,,PRINTING & DESIGN SERVICES
SB21B,C00867937,SB21B.1024133,,,ORG,DANIEL RIPLEY CATERING,,,,,,425 BARNEVELD AVE,,SAN FRANCISCO,CA,94124,,,2024-10-03,14686.11,,EVENT EXPENSE: CATERING
SB21B,C00867937,SB21B.1025383,,,ORG,"DIRECTSND, LLC",,,,,,4141 BUTTERFIELD RD,,CEDAR FALLS,IA,50613,,,2024-10-03,26707.83,,SMS ADVERTISING
SB21B,C00867937,SB21B.1027170,,,ORG,DODGE COUNTY AIRPORT,,,,,,N6491 WI-26,,JUNEAU,WI,53039,,,2024-10-04,68000.00,,EVENT EXPENSE: FACILITY RENTAL
SB21B,C00867937,SB21B.1026469,,,CCM,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",,,,,,P.O. BOX 509,,ARLINGTON,VA,22216,,,2024-10-07,540856.02,,REIMBURSEMENT: TRAVEL: AIR
SB21B,C00867937,SB21B.1026482,,,CCM,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",,,,,,P.O. BOX 509,,ARLINGTON,VA,22216,,,2024-10-07,409228.75,,REIMBURSEMENT FOR FUNDRAISING EXPENSES
SB21B,C00867937,SB21B.1027317,,,CCM,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",,,,,,P.O. BOX 509,,ARLINGTON,VA,22216,,,2024-10-09,660163.47,,REIMBURSEMENT FOR FUNDRAISING EXPENSES
SB21B,C00867937,SB21B.1027551,,,CCM,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",,,,,,P.O. BOX 509,,ARLINGTON,VA,22216,,,2024-10-09,170282.28,,REIMBURSEMENT: TRAVEL: AIR
SB21B,C00867937,SB21B.1026018,,,ORG,EAU CLAIRE EVENT DISTRICT,,,,,,5775 20TH AVE,,EAU CLAIRE,WI,54703,,,2024-10-03,6510.00,,EVENT EXPENSE: FACILITY RENTAL
SB21B,C00867937,SB21B.1029335,,,ORG,EAU PALM BEACH RESORT & SPA,,,,,,100 SOUTH OCEAN BOULEVARD,,MANALAPAN,FL,33462,,,2024-10-15,34950.00,,TRAVEL: LODGING
SB21B,C00867937,SB21B.1028533,,,ORG,"EMPIRE II, LLC",,,,,,12302 EXPOSITION BLVD,,LOS ANGELES,CA,90064,,,2024-10-11,150000.00,,EVENT EXPENSE: FACILITY RENTAL
SB21B,C00867937,SB21B.1024061,,,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,,2024-10-01,224000.00,,"AUDIO VISUAL SERVICES, EVENT STAGING EXPENSE, & TRAVEL EXPENSES"
SB21B,C00867937,SB21B.1026007,,,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,,2024-10-03,716033.64,,"AUDIO VISUAL SERVICES, EVENT STAGING EXPENSE, & TRAVEL EXPENSES"
SB21B,C00867937,SB21B.1027424,,,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,,2024-10-07,485300.00,,"AUDIO VISUAL SERVICES, EVENT STAGING EXPENSE, & TRAVEL EXPENSES"
SB21B,C00867937,SB21B.1027900,,,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,,2024-10-09,981500.00,,"AUDIO VISUAL SERVICES, EVENT STAGING EXPENSE, & TRAVEL EXPENSES"
SB21B,C00867937,SB21B.1028768,,,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,,2024-10-11,33836.35,,"AUDIO VISUAL SERVICES, EVENT STAGING EXPENSE, & TRAVEL EXPENSES"
SB21B,C00867937,SB21B.1028768.1,,,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,,2024-10-11,1212829.23,,"AUDIO VISUAL SERVICES, EVENT STAGING EXPENSE, & TRAVEL EXPENSES"
SB21B,C00867937,SB21B.1029046,,,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,,2024-10-15,1000968.42,,"AUDIO VISUAL SERVICES, EVENT STAGING EXPENSE, & TRAVEL EXPENSES"
SB21B,C00867937,SB21B.1029605,,,ORG,"EVENT STRATEGIES, INC.",,,,,,510 KING STREET,SUITE 410,ALEXANDRIA,VA,22314,,,2024-10-16,985217.11,,"AUDIO VISUAL SERVICES, EVENT STAGING EXPENSE, & TRAVEL EXPENSES"
SB21B,C00867937,SB21B.1027191,,,ORG,FINDLAY TOYOTA CENTER,,,,,,3201 N. MAIN STREET,,PRESCOTT VALLEY,AZ,86314,,,2024-10-07,135476.00,,EVENT EXPENSE: FACILITY RENTAL
SB21B,C00867937,SB21B.1028934,,,ORG,FINDLAY TOYOTA CENTER,,,,,,3201 N. MAIN STREET,,PRESCOTT VALLEY,AZ,86314,,,2024-10-11,26106.92,,EVENT STAGING EXPENSE
SB21B,C00867937,SB21B.1026261,,,ORG,GEMINI,,,,,,600 3RD AVE,,NEW YORK,NY,10016,,,2024-10-01,47136.80,,MERCHANT FEES
SB21B,C00867937,SB21B.1027902,,,ORG,GRAND SIERRA RESORT AND CASINO,,,,,,2500 EAST SECOND STREET,,RENO,NV,89595,,,2024-10-09,43309.20,,EVENT EXPENSE: FACILITY RENTAL
SB21B,C00867937,SB21B.1021529,,,ORG,GRIGSBY APPLEGATE LLC,,,,,,5124 PEACH WILLOW LANE,,FORT WORTH,TX,76109,,,2024-10-03,62500.00,,FUNDRAISING CONSULTING
SB21B,C00867937,SB21B.1021528,,,ORG,GRIGSBY APPLEGATE LLC,,,,,,5124 PEACH WILLOW LANE,,FORT WORTH,TX,76109,,,2024-10-09,82500.00,,FUNDRAISING CONSULTING
SB21B,C00867937,SB21B.1031555,,,IND,,HILDEBRAND,MELINDA,,,,3780 WILLOWICK ROAD,,HOUSTON,TX,77079,,,2024-10-02,10121.39,,IN-KIND: CATERING SERVICES
SB21B,C00867937,SB21B.1028006,,,ORG,INDIANA HEALTHCARE FOUNDATION,,,,,,835 HOSPITAL ROAD,,INDIANA,PA,15701,,,2024-10-09,10000.00,,EVENT EXPENSE: PARKING
SB21B,C00867937,SB21B.1021011,,,ORG,"JBEST & COMPANY, LLC",,,,,,11235 DAVENPORT STREET,SUITE 107,OMAHA,NE,68154,,,2024-10-09,29689.59,,FUNDRAISING CONSULTING
SB21B,C00867937,SB21B.1029028,,,ORG,JONES DAY,,,,,,"51 LOUISIANA AVENUE, NW",,WASHINGTON,DC,20001,,,2024-10-16,108212.50,,LEGAL CONSULTING
SB21B,C00867937,SB21B.1025218,,,ORG,"LAUNCHPAD STRATEGIES, LLC",,,,,,PO BOX 80323,,RALEIGH,NC,27623,,,2024-10-03,573250.81,,DIGITAL CONSULTING
SB21B,C00867937,SB21B.1022488,,,ORG,"LUCY CROXTON CONSULTING, INC.",,,,,,3352 COUNTY CLUB ROAD,,WINSTON-SALEM,NC,27104,,,2024-10-09,15150.00,,FUNDRAISING CONSULTING
SB21B,C00867937,SB21B.1028009,,,ORG,MAR-A-LAGO CLUB LLC,,,,,,1100 SOUTH OCEAN BOULEVARD,,PALM BEACH,FL,33480,,,2024-10-09,164758.60,,EVENT EXPENSE: FACILITY RENTAL
SB21B,C00867937,SB21B.1029228,,,ORG,MAR-A-LAGO CLUB LLC,,,,,,1100 SOUTH OCEAN BOULEVARD,,PALM BEACH,FL,33480,,,2024-10-15,15921.60,,EVENT EXPENSE: FACILITY RENTAL
SB21B,C00867937,SB21B.1025226,,,ORG,NORPAC,,,,,,PO BOX 1543,,ENGLEWOOD CLIFFS,NJ,07632,,,2024-10-01,1750.00,,MERCHANT FEES
SB21B,C00867937,SB21B.1029603,,,ORG,"OVG FACILITIES, LLC",,,,,,5050 S SYRACUSE ST,STE 800,DENVER,CO,80237,,,2024-10-16,57909.38,,EVENT EXPENSE: LICENSING FEE
SB21B,C00867937,SB21B.1029701,,,ORG,"RED BEACON STRATEGIES, LLC",,,,,,9100 CONROY WINDERMERE RD,STE 200,WINDERMERE,FL,34786,,,2024-10-16,650.75,,DIRECT MAIL PRINTING & POSTAGE
SB21B,C00867937,SB21B.1025041,,,ORG,RED CURVE SOLUTIONS,,,,,,138 CONANT ST,STE 401,BEVERLY,MA,01915,,,2024-10-03,303216.96,,COMPLIANCE CONSULTING & DATA PROCESSING SERVICES
SB21B,C00867937,SB21B.1025224,,,ORG,REDEEMER APOSTOLIC CHURCH,,,,,,200 E 1ST STREET,,MESA,AZ,85201,,,2024-10-03,500.00,,EVENT EXPENSE: FACILITY RENTAL
SB21B,C00867937,SB21B.1027167,,,ORG,SANTANDER ARENA,,,,,,700 PENN ST,,READING,PA,19602,,,2024-10-07,80000.00,,EVENT EXPENSE: FACILITY RENTAL
SB21B,C00867937,SB21B.1020265,,,ORG,"SAWGRASS STRATEGIES, LLC",,,,,,3484 LAKESHORE DRIVE,,TALLAHASSEE,FL,32312,,,2024-10-02,5380.80,,FUNDRAISING CONSULTING
SB21B,C00867937,SB21B.1024182,,,ORG,"TAG AIR, INC.",,,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,,,2024-10-02,50840.00,,TRAVEL: AIR
SB21B,C00867937,SB21B.1029029,,,ORG,"TAG AIR, INC.",,,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,,,2024-10-08,200080.00,,TRAVEL: AIR
SB21B,C00867937,SB21B.1029038,,,ORG,"TAG AIR, INC.",,,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,,,2024-10-11,52480.00,,TRAVEL: AIR
SB21B,C00867937,SB21B.1029037,,,ORG,"TAG AIR, INC.",,,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,,,2024-10-12,54120.00,,TRAVEL: AIR
SB21B,C00867937,SB21B.1029036,,,ORG,"TAG AIR, INC.",,,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,,,2024-10-13,68880.00,,TRAVEL: AIR
SB21B,C00867937,SB21B.1029599,,,ORG,"TAG AIR, INC.",,,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,,,2024-10-14,80360.00,,TRAVEL: AIR
SB21B,C00867937,SB21B.1026192,,,ORG,"TAG AIR, INC.",,,,,,725 FIFTH AVENUE,,NEW YORK,NY,10022,,,2024-10-03,213200.00,,TRAVEL: AIR
