form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00834077,SB.516,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,6.55,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.517,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,45.69,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.539,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,150.09,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.550,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,183.16,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.551,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,163.67,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.552,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,78.28,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.579,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,104.32,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.583,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,104.48,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.584,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,7.64,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.594,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,198.39,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.595,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,71.94,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.616,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,52.36,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.622,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,26.44,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.636,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,58.95,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.637,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,204.37,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.638,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,7.64,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.654,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,190.03,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.666,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,202.81,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.477,,SB21B,ORG,WALL STREET JOURNAL,,,,,,4300 RTE 1 NORTH,,MONMOUTH JUNCTION,NJ,08852,,,2024-01-02,6.00,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.534,,SB21B,ORG,WALMART,,,,,,702 SOUTH WEST,,BENTONVILLE,AR,72712,,,2024-01-02,146.12,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.659,,SB21B,ORG,WASTE CONNECTIONS,,,,,,2295 IRON PT RD,,FOLSOM,CA,95630,,,2024-01-02,179.89,,UTILITIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.589,,SB21B,ORG,WELLMAX TOOLS,,,,,,4741 MURRIETA ST,,CHINO,CA,91710,,,2024-01-02,35.00,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.544,,SB21B,ORG,YOUTUBE TV,,,,,,1600 AMPITHEATRE PARKWAY,,MOUNTAIN VIEW,CA,94043,,,2024-01-02,72.99,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.564,,SB21B,ORG,YOUTUBE TV,,,,,,1600 AMPITHEATRE PARKWAY,,MOUNTAIN VIEW,CA,94043,,,2024-01-02,4.99,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.438,,,ORG,BLITZ CANVASSING,,,,,,7600 EASTMAN AVENUESUITE 405,,DENVER,CO,80231,,,2024-01-03,1522.10,,TRAVEL/FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.60,,,ORG,"CANON FINANCIAL SERVICES, INC.",,,,,,14904 COLLECTIONS CENTER DRIVE,,CHICAGO,IL,60693,,,2024-01-03,613.44,,EQUIPMENT RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.61,,,ORG,"CANON FINANCIAL SERVICES, INC.",,,,,,14904 COLLECTIONS CENTER DRIVE,,CHICAGO,IL,60693,,,2024-01-03,1229.11,,EQUIPMENT RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.4,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-01-03,75.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.73,,,ORG,ELECTION CONNECTIONS.COM INC.,,,,,,PO BOX 10866,,TALLAHASSEE,FL,32302,,,2024-01-03,1374.18,,EVENT COMMUNICATIONS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.74,,,ORG,TAG LLC,,,,,,PO BOX 1243,,ALEXANDRIA,VA,22313,,,2024-01-03,100000.00,,EVENT COMMUNICATIONS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.433,,,ORG,ADVANCED AVIATION TEAM,,,,,,4201 WILSON BLVD3RD FLOOR,,ARLINGTON,VA,22203,,,2024-01-04,50552.13,,TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.5,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-01-04,152.50,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.102,,,ORG,DICKINSON WRIGHT PLLC,,,,,,1825 EYE STREET NWSUITE 900,,WASHINGTON,DC,20006,,,2024-01-04,30000.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.395,,,ORG,HIGH OUTPUT INC.,,,,,,495 TURNPIKE STREET,,CANTON,MA,02021,,,2024-01-04,50000.00,,STAGING/LIGHTING/EQUIPMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.6,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-01-05,75.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.411,,,ORG,NMB RESEARCH LLC,,,,,,PO BOX 1692,,ALEXANDRIA,VA,22313,,,2024-01-05,24000.00,,SURVEY RESEARCH,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.7,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-01-08,127.50,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.422,,,ORG,ELAN EVENT STUDIO LLC,,,,,,505 S MELVILLE AVE,,TAMPA,FL,33606,,,2024-01-08,90943.45,,TRANSPORTATION MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.75,,,ORG,ELECTION CONNECTIONS.COM INC.,,,,,,PO BOX 10866,,TALLAHASSEE,FL,32302,,,2024-01-08,3511.59,,EVENT COMMUNICATIONS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.349,,,IND,,HAGELIN,REBECCA,,,,PO BOX 493,,PLACIDA,FL,33946,,,2024-01-09,2500.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.348,,,IND,,HAUGLAND,GABE,,,,1116 NORTH SHORE DRIVE,,CLEAR LAKE,IA,50428,,,2024-01-09,2500.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.48,,,ORG,"ADVANTAGE, INC.",,,,,,9420 BONITA BEACH ROAD SE SUITE 20,,BONITA SPRINGS,FL,34135,,,2024-01-09,200000.00,,DATABASE MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.398,,,ORG,AZ MEDIA INC,,,,,,23335 N 18TH DRIVE STE 108,,PHOENIX,AZ,85027,,,2024-01-09,7190.64,,STAGING/LIGHTING/EQUIPMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.347,,,ORG,BONA FIDE CONSULTING LLC,,,,,,6660 NW 52ND CT,,JOHNSON,IA,50131,,,2024-01-09,7000.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.53,,,ORG,BUTLER CONSULTING LLC,,,,,,319 DEER CREEK LAKESIDE WAY,,DEERFIELD BEACH,FL,33442,,,2024-01-09,8000.00,,DELEGATE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.8,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-01-09,25.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.396,,,ORG,HIGH OUTPUT INC.,,,,,,495 TURNPIKE STREET,,CANTON,MA,02021,,,2024-01-09,27457.95,,STAGING/LIGHTING/EQUIPMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.82,,,ORG,LIBERATION TECHNOLOGY SERVICES,,,,,,1702 WEST CLEVELAND STREETSUITE 2,,TAMPA,FL,33606,,,2024-01-09,1462.54,,EVENT TICKETING SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.83,,,ORG,LIBERATION TECHNOLOGY SERVICES,,,,,,1702 WEST CLEVELAND STREETSUITE 2,,TAMPA,FL,33606,,,2024-01-09,206.00,,EVENT TICKETING SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.416,,,ORG,NEW HORIZON COMMUNICATIONS,,,,,,P.O. BOX 981073,,BOSTON,MA,02298,,,2024-01-09,1742.44,,TELEPHONE SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.417,,,ORG,NEW HORIZON COMMUNICATIONS,,,,,,P.O. BOX 981073,,BOSTON,MA,02298,,,2024-01-09,858.82,,TELEPHONE SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.418,,,ORG,NEW HORIZON COMMUNICATIONS,,,,,,P.O. BOX 981073,,BOSTON,MA,02298,,,2024-01-09,1242.90,,TELEPHONE SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.397,,,ORG,PRODUCTION SUPPORT SERVICES INC.,,,,,,PO BOX 681,,ANKENY,IA,50021,,,2024-01-09,9116.83,,STAGING/LIGHTING/EQUIPMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.37,,,ORG,RIGHTSIDE COMPLIANCE LLC,,,,,,P.O. BOX 341027,,AUSTIN,TX,78734,,,2024-01-09,49.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.391,,,ORG,RUBICON PROTECTION,,,,,,10451 W PALMERAS DR STE 208,,SUN CITY,AZ,85373,,,2024-01-09,4028.00,,SECURITY SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.87,,,ORG,STACY DAVIS & ASSOCIATES,,,,,,24651 EVEREVE CIRCLE,,LAKE FOREST,CA,92630,,,2024-01-09,546.70,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.67,,,ORG,STEVE COOK SOUND,,,,,,2860 INDEPENDENCE ROAD UNIT 1,,IOWA CITY,IA,52240,,,2024-01-09,21180.00,,EQUIPMENT RENTAL/STAGING/LIGHTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.385,,,ORG,STRATEGIC REAL ESTATE PARTNERS,,,,,,3715 NORTHSIDE PARKWAY BLDG 400 ST,,ATLANTA,GA,30327,,,2024-01-09,10763.33,,RENT/UTILITIES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.367,,,ORG,VERANI REALTY LLC,,,,,,ONE VERANI WAY,,LONDONDERRY,NH,03053,,,2024-01-09,4015.00,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.412,,,ORG,WPA INTELLIGENCE,,,,,,1900 E 15TH STREET STE 600A,,EDMOND,OK,73013,,,2024-01-09,130000.00,,SURVEY RESEARCH,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.413,,,ORG,WPA INTELLIGENCE,,,,,,1900 E 15TH STREET STE 600A,,EDMOND,OK,73013,,,2024-01-09,25000.00,,SURVEY RESEARCH,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.414,,,ORG,WPA INTELLIGENCE,,,,,,1900 E 15TH STREET STE 600A,,EDMOND,OK,73013,,,2024-01-09,27000.00,,SURVEY RESEARCH,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.368,,,IND,,DAVIS,ARNOLD,,,,PO BOX 478,,BERLIN,NH,03570,,,2024-01-10,800.00,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.9,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-01-10,175.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.423,,,ORG,ELAN EVENT STUDIO LLC,,,,,,505 S MELVILLE AVE,,TAMPA,FL,33606,,,2024-01-10,61136.89,,TRANSPORTATION MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.84,,,ORG,LIBERATION TECHNOLOGY SERVICES,,,,,,1702 WEST CLEVELAND STREETSUITE 2,,TAMPA,FL,33606,,,2024-01-10,30385.00,,EVENT TICKETING SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.350,,,ORG,SUGARCANE STRATEGIES,,,,,,2222 CUMMING ROAD,,AUGUSTA,GA,30904,,,2024-01-10,10000.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.10,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-01-11,100.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.76,,,ORG,ELECTION CONNECTIONS.COM INC.,,,,,,PO BOX 10866,,TALLAHASSEE,FL,32302,,,2024-01-11,2691.78,,EVENT COMMUNICATIONS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.339,,,ORG,INSPERITY,,,,,,19001 CRESCENT SPRINGS DRIVE,,KINGWOOD,TX,77339,,,2024-01-11,49799.39,,PAYROLL TAXES/SERVICE/INSURANCE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.434,,,ORG,SHERATON DES MOINES,,,,,,1800 50TH STREET,,WEST DES MOINES,IA,50266,,,2024-01-11,277579.42,,TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.68,,,ORG,STEVE COOK SOUND,,,,,,2860 INDEPENDENCE ROAD UNIT 1,,IOWA CITY,IA,52240,,,2024-01-11,11700.00,,EQUIPMENT RENTAL/STAGING/LIGHTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.77,,,ORG,TAG LLC,,,,,,PO BOX 1243,,ALEXANDRIA,VA,22313,,,2024-01-11,75000.00,,EVENT COMMUNICATIONS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.118,,,IND,,ANDERSON,GARRETT,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.119,,,IND,,ANDERSON,WILLIAM,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.120,,,IND,,ANDREWS,GEORGE,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,5500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.121,,,IND,,ASTON,ASHLEY,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.122,,,IND,,BABHAVONG,KELLEY,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3645.83,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.123,,,IND,,BAGWELL,GRANT,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.124,,,IND,,BERRY,ROSS,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,6000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.125,,,IND,,BROOKS,NOELLE,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,1500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.126,,,IND,,CALDWELL,ROBERT,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.127,,,IND,,CAMPBELL,TYLER,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,6000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.128,,,IND,,CHRISOM,KEVIN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.129,,,IND,,CONNELLY,BENNETT,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2916.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.130,,,IND,,CORN,TYLER,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.131,,,IND,,D'ANNA,CHRISTOPHER,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,1022.73,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.132,,,IND,,DATTOLO,MARIA,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3333.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.133,,,IND,,DEIKE,MATTHEW,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3125.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.134,,,IND,,DEMATTEO,JOHN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.135,,,IND,,ELLER,JAMES,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,4583.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.136,,,IND,,EWING,JONATHAN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3750.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.137,,,IND,,FAUCHER,SAMANTHA,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.138,,,IND,,FLANIGAN,TYLER,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.139,,,IND,,FOREST,JOHN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3020.83,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.140,,,IND,,FUNK,WILLIAM,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.141,,,IND,,GAVORSKY,SCOTT,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2250.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.142,,,IND,,GIFFORD,LOGAN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.143,,,IND,,HALL,LYDIA,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3750.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.144,,,IND,,HALLER,TAYLOR,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3541.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.145,,,IND,,HARBISON,MCKENNA,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3541.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.146,,,IND,,HARWOOD,EVAN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,1750.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.147,,,IND,,HONEYCUTT,CHRISTOPHER,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.148,,,IND,,INGRAM,JOHN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.149,,,IND,,JENNINGS,NOAH,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3750.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.150,,,IND,,JOHNSON,MICHAEL,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.151,,,IND,,JONES,SPENCER,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.152,,,IND,,KAHN,MARISA,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.153,,,IND,,KANESHIKI,LOIS,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3750.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.154,,,IND,,KRUGER,CALEB,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.155,,,IND,,LAVALLEY,ROBERT,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3750.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.156,,,IND,,LORENZ,DARRIN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.157,,,IND,,MAGUIRE,CONOR,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,6500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.158,,,IND,,MAHFOUZ,MICHAEL,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,5833.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.159,,,IND,,MAIDMENT,CHRISTOPHER,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,4000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.160,,,IND,,MASON,CAMERON,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.161,,,IND,,MAYHEW,MINDI,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.162,,,IND,,MCGRATH,JOHN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
