form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00834077,SB.386,,,ORG,NEWWAVE TELECOM AND TECHNOLOGIES INC.,,,,,,PO BOX 8960,,ELKRIDGE,MD,21075,,,2024-01-30,15236.25,,RENT/UTILITIES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.109,,,ORG,"POOLHOUSE AGENCY, LLC",,,,,,23 W BROAD STREETSUITE 302,,RICHMOND,VA,23220,,,2024-01-30,100000.00,,MEDIA CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.111,,,ORG,PRIME MEDIA PARTNERS LLC,,,,,,4201 WILSON BLVD #110-126,,ARLINGTON,VA,22203,,,2024-01-30,100000.00,,MEDIA CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.375,,,ORG,R&R REALTY,,,,,,1080 JORDAN CREEK PARKWAYSTE 200 ,,WEST DES MOINES,IA,50266,,,2024-01-30,5043.75,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.38,,,ORG,RIGHTSIDE COMPLIANCE LLC,,,,,,P.O. BOX 341027,,AUSTIN,TX,78734,,,2024-01-30,22500.00,,COMPLIANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.392,,,ORG,RUBICON PROTECTION,,,,,,10451 W PALMERAS DR STE 208,,SUN CITY,AZ,85373,,,2024-01-30,25880.84,,SECURITY SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.363,,,ORG,SOUTH CREEK GROUP LLC,,,,,,2545 NW 28TH STREET,,OKLAHOMA CITY,OK,73107,,,2024-01-30,5000.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.70,,,ORG,STEVE COOK SOUND,,,,,,2860 INDEPENDENCE ROAD UNIT 1,,IOWA CITY,IA,52240,,,2024-01-30,131675.00,,EQUIPMENT RENTAL/STAGING/LIGHTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.362,,,ORG,SUGARCANE STRATEGIES,,,,,,2222 CUMMING ROAD,,AUGUSTA,GA,30904,,,2024-01-30,5152.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.115,,,ORG,TAG LLC,,,,,,PO BOX 1243,,ALEXANDRIA,VA,22313,,,2024-01-30,86500.00,,MEDIA PRODUCTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.88,,,ORG,THE BARKER STRATEGY GROUP LLC,,,,,,3167 ANDALUSIA AVENUE,,TALLAHASSEE,FL,32311,,,2024-01-30,10430.00,,FINANCE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.364,,,ORG,THE WALTER GROUP,,,,,,P.O. BOX 7061,,ALEXANDRIA,VA,22307,,,2024-01-30,9277.22,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.35,,,ORG,"TMF COMMUNICATIONS, LLC",,,,,,2170 DELLWOOD DRIVE APT B,,TALLAHASSEE,FL,32303,,,2024-01-30,15000.00,,COMMUNICATIONS CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.430,,,ORG,"TMFB TRANSPORTATION, LLC",,,,,,615 EAST HARDING STREET,,ORLANDO,FL,32806,,,2024-01-30,45720.08,,TRANSPORTATION MANAGEMENT/TRAVEL SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.198,,,IND,,ANDERSON,GARRETT,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.199,,,IND,,ANDERSON,WILLIAM,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.200,,,IND,,ANDREWS,GEORGE,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,5500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.201,,,IND,,ASTON,ASHLEY,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.202,,,IND,,BABHAVONG,KELLEY,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3645.83,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.203,,,IND,,BAGWELL,GRANT,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.204,,,IND,,BERRY,ROSS,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,6000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.205,,,IND,,BROOKS,NOELLE,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,1500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.206,,,IND,,CALDWELL,ROBERT,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.207,,,IND,,CAMPBELL,TYLER,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,6000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.208,,,IND,,CHRISOM,KEVIN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.209,,,IND,,CONNELLY,BENNETT,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2916.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.210,,,IND,,CORN,TYLER,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.211,,,IND,,DATTOLO,MARIA,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3333.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.212,,,IND,,DEIKE,MATTHEW,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3125.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.213,,,IND,,DEMATTEO,JOHN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.214,,,IND,,ELLER,JAMES,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,4583.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.215,,,IND,,EWING,JONATHAN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3750.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.216,,,IND,,FAUCHER,SAMANTHA,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.217,,,IND,,FLANIGAN,TYLER,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.218,,,IND,,FOREST,JOHN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3020.83,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.219,,,IND,,FUNK,WILLIAM,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.220,,,IND,,GAVORSKY,SCOTT,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2250.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.221,,,IND,,GIFFORD,LOGAN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.222,,,IND,,HALL,LYDIA,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3750.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.223,,,IND,,HALLER,TAYLOR,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3541.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.224,,,IND,,HARBISON,MCKENNA,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3541.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.225,,,IND,,HARWOOD,EVAN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,1750.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.226,,,IND,,HONEYCUTT,CHRISTOPHER,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.227,,,IND,,INGRAM,JOHN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.228,,,IND,,JENNINGS,NOAH,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3750.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.229,,,IND,,JOHNSON,MICHAEL,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.230,,,IND,,JONES,SPENCER,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.231,,,IND,,KAHN,MARISA,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.232,,,IND,,KANESHIKI,LOIS,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3750.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.233,,,IND,,KRUGER,CALEB,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.234,,,IND,,LAVALLEY,ROBERT,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3750.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.235,,,IND,,LORENZ,DARRIN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.236,,,IND,,MAGUIRE,CONOR,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,6500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.237,,,IND,,MAHFOUZ,MICHAEL,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,5833.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.238,,,IND,,MAIDMENT,CHRISTOPHER,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,4000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.239,,,IND,,MASON,CAMERON,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.240,,,IND,,MAYHEW,MINDI,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.241,,,IND,,MCGRATH,JOHN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.242,,,IND,,MERRILL,RIGDON,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.243,,,IND,,MILLER,ETHAN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2083.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.244,,,IND,,MILLER,MARTIN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,4375.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.245,,,IND,,MILLER,MEGHAN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3250.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.246,,,IND,,MONTANARO,ZACHARY,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3541.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.247,,,IND,,NOVAK,MILES,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3958.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.248,,,IND,,OLESON,JOSIAH,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3750.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.249,,,IND,,PAGE,RANDALL,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,6000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.250,,,IND,,PAINTER,BRYSON,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.251,,,IND,,PARK,AARON,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,4000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.252,,,IND,,PITMAN,BRADLEY,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.253,,,IND,,ROSE,ROBERT,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.254,,,IND,,SANCHEZ,TAYLOR,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3125.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.255,,,IND,,SCHABEN,ISAAC,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.256,,,IND,,SCHEID,SCOTT,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,6000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.257,,,IND,,SCHMIDT,TAYLOR,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2916.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.258,,,IND,,SEDORE,JOSHUA,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.259,,,IND,,SIVER,PAUL,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.260,,,IND,,SMALL,JARED,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,6875.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.261,,,IND,,STULL,SUSAN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.262,,,IND,,SZYMANSKI,COLE,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2250.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.263,,,IND,,SZYMANSKI,JESSICA,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,5000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.264,,,IND,,TABLER,JACOB,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2958.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.265,,,IND,,TANSEY,NICHOLAS,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.266,,,IND,,TELOMA,MARCEL,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.267,,,IND,,TURNER,NATHANIEL,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.268,,,IND,,VASQUEZ,DAVID,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,5000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.269,,,IND,,WALLACE,KATHERINE,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,3125.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.272,,,IND,,WEICHMANN,LARS,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.270,,,IND,,WESTFALL,CHRISTOPHER,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.271,,,IND,,WHEELER,CLAUDE,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.273,,,IND,,WIER,SIDNEY,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.274,,,IND,,WIGGINS,JORDAN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,13125.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.275,,,IND,,WILSON,CHRISTOPHER,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,6250.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.276,,,IND,,WOLKING,MATTHEW,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-31,8125.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.19,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-01-31,35.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.427,,,ORG,ELAN EVENT STUDIO LLC,,,,,,505 S MELVILLE AVE,,TAMPA,FL,33606,,,2024-01-31,123234.16,,TRANSPORTATION MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.340,,,ORG,INSPERITY,,,,,,19001 CRESCENT SPRINGS DRIVE,,KINGWOOD,TX,77339,,,2024-01-31,48363.19,,PAYROLL TAXES/SERVICE/INSURANCE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.277,,,IND,,DATTOLO,MARIA,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-02-01,15000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.341,,,ORG,INSPERITY,,,,,,19001 CRESCENT SPRINGS DRIVE,,KINGWOOD,TX,77339,,,2024-02-01,1292.68,,PAYROLL TAXES/SERVICE/INSURANCE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.967,,SB21B,ORG,5 BOROUGH BAGELS,,,,,,990 9TH STREET,,WAUKEE,IA,50325,,,2024-02-02,181.20,,FOOD/BEVERAGE,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.824,,SB21B,ORG,A1 SHREDDING,,,,,,1791 WEST OAK PKWY STE 10,,MARIETTA,GA,30062,,,2024-02-02,77.25,,MOVING SERVICES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.975,,SB21B,ORG,A1 SHREDDING,,,,,,1791 WEST OAK PKWY STE 10,,MARIETTA,GA,30062,,,2024-02-02,77.25,,MOVING SERVICES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.876,,SB21B,ORG,AIR PARTNER LLC,,,,,,1100 LEE,,FORT LAUDERDALE,FL,33315,,,2024-02-02,37708.33,,TRAVEL,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.724,,SB21B,ORG,ALLIANT ENERGY,,,,,,200 1ST ST SOUTH,,CEDAR RAPIDS,IA,52401,,,2024-02-02,157.71,,UTILITIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.670,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,-103.08,,CREDIT-OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.671,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,-84.53,,CREDIT-OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.672,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,-15.57,,CREDIT-OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.675,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,-84.53,,CREDIT-OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.678,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,-84.53,,CREDIT-OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.708,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,145.40,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.711,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,38.51,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.809,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,14.83,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.810,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,125.84,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.827,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,28.30,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.831,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,91.78,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.846,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,182.69,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.847,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,37.30,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.854,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,591.71,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.878,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,1019.25,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.896,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,172.94,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.906,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,26.45,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.953,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,49.80,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.955,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,22.73,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
SB21B,C00834077,SB.976,,SB21B,ORG,AMAZON,,,,,,410 TERRY AVENUE N,,SEATTLE,WA,98109,,,2024-02-02,16.51,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.46
